Data,Method,Measure,Value
Folk_Income_Data,M,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.37604245640636846), mean=0.15164757251565442, variance=0.013478779540789302, skewness=0.6658831494256707, kurtosis=-0.7645146040620823)"
Folk_Income_Data,a,variance in predictions,"DescribeResult(nobs=19785, minmax=(0.0005341856852922588, 0.08540506406431625), mean=0.009558614646542618, variance=7.031958100880227e-05, skewness=2.205283885628022, kurtosis=8.240512039700764)"
Folk_Income_Data,a,ambiguity,0.381
Folk_Income_Data,a,discrepancy,0.213
Folk_Income_Data,a,disagreement,"DescribeResult(nobs=2556, minmax=(0.0, 0.1995451099317665), mean=0.06428590920470173, variance=0.002166473905807102, skewness=0.4499715183695789, kurtosis=-0.5464378493742559)"
Folk_Income_Data,b,variance in predictions,"DescribeResult(nobs=19785, minmax=(2.2625556972616558e-05, 0.080648654772239), mean=0.008261110831603387, variance=6.413367319803747e-05, skewness=2.184740868141425, kurtosis=7.5141119840593475)"
Folk_Income_Data,b,ambiguity,0.307
Folk_Income_Data,b,discrepancy,0.182
Folk_Income_Data,b,disagreement,"DescribeResult(nobs=630, minmax=(0.0, 0.19423805913570888), mean=0.05577365408297933, variance=0.0022599406682411167, skewness=0.5667888849296685, kurtosis=-0.5510010060226915)"
Folk_Income_Data,c,variance in predictions,"DescribeResult(nobs=19785, minmax=(0.0001355265197143934, 0.11461192644123878), mean=0.010023488222287427, variance=0.00010377614822524243, skewness=2.0835595373411437, kurtosis=7.716532243173399)"
Folk_Income_Data,c,ambiguity,0.261
Folk_Income_Data,c,discrepancy,0.151
Folk_Income_Data,c,disagreement,"DescribeResult(nobs=36, minmax=(0.00457417235279252, 0.14594389689158455), mean=0.07012397158341056, variance=0.0015930063964156957, skewness=0.026094908167280922, kurtosis=-0.8523818391158615)"
Folk_Income_Data,d,variance in predictions,"DescribeResult(nobs=19785, minmax=(3.84095421588441e-06, 0.0626231620533692), mean=0.004541689019439255, variance=1.786792827551047e-05, skewness=2.256126090953501, kurtosis=12.609303958077769)"
Folk_Income_Data,d,ambiguity,0.156
Folk_Income_Data,d,discrepancy,0.114
Folk_Income_Data,d,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.0772554965883245), mean=0.024942236181811617, variance=0.0006514745880812383, skewness=0.8215466939245645, kurtosis=-0.8874287293854528)"
Folk_Travel_Data,M,variance in predictions,"DescribeResult(nobs=17615, minmax=(3.970603675765659e-06, 0.1268004849132), mean=0.0052985522496924115, variance=7.842462994354106e-05, skewness=5.665927434695011, kurtosis=46.19454178761335)"
Folk_Travel_Data,M,ambiguity,0.149
Folk_Travel_Data,M,discrepancy,0.108
Folk_Travel_Data,M,disagreement,"DescribeResult(nobs=10, minmax=(0.0, 0.07317834738425728), mean=0.029143603281387494, variance=0.0005198682401183406, skewness=0.18004490799236023, kurtosis=-0.3681252283591121)"
Folk_Travel_Data,a,variance in predictions,"DescribeResult(nobs=17615, minmax=(3.3436662532763442e-06, 0.0743798748208925), mean=0.0036226133594817666, variance=2.324297874223841e-05, skewness=5.159610344490815, kurtosis=44.53332459166505)"
Folk_Travel_Data,a,ambiguity,0.146
Folk_Travel_Data,a,discrepancy,0.102
Folk_Travel_Data,a,disagreement,"DescribeResult(nobs=190, minmax=(0.0, 0.0656277498651679), mean=0.0171406332402581, variance=0.0002779210492853129, skewness=0.8119806473535078, kurtosis=0.118728329175255)"
Folk_Travel_Data,b,variance in predictions,"DescribeResult(nobs=17615, minmax=(2.490651591981637e-07, 0.07205932553150864), mean=0.003217835106500367, variance=1.6844680636786634e-05, skewness=2.921372255932878, kurtosis=15.970997977998678)"
Folk_Travel_Data,b,ambiguity,0.105
Folk_Travel_Data,b,discrepancy,0.086
Folk_Travel_Data,b,disagreement,"DescribeResult(nobs=45, minmax=(0.0, 0.0365040165772517), mean=0.014993960152778171, variance=0.00022332539166285907, skewness=0.26755542253110964, kurtosis=-1.5747654738323136)"
Folk_Travel_Data,c,variance in predictions,"DescribeResult(nobs=17615, minmax=(4.2097916042921175e-08, 0.05890699769093166), mean=0.0028584142863237096, variance=1.340095204610122e-05, skewness=2.8814039049764326, kurtosis=13.729492059441863)"
Folk_Travel_Data,c,ambiguity,0.103
Folk_Travel_Data,c,discrepancy,0.085
Folk_Travel_Data,c,disagreement,"DescribeResult(nobs=10, minmax=(0.0, 0.03590791677311306), mean=0.014471032388089358, variance=0.0003207223237512909, skewness=0.40880491085356413, kurtosis=-1.8289115659088495)"
Folk_Travel_Data,d,variance in predictions,"DescribeResult(nobs=17615, minmax=(5.984099913931816e-09, 0.08279716292967045), mean=0.0025495114464135537, variance=1.3874373476948916e-05, skewness=3.867855270880853, kurtosis=30.89597089084635)"
Folk_Travel_Data,d,ambiguity,0.083
Folk_Travel_Data,d,discrepancy,0.08
Folk_Travel_Data,d,disagreement,"DescribeResult(nobs=6, minmax=(0.0, 0.019500979306821084), mean=0.009419323095555744, variance=0.00010699479928156251, skewness=0.014378752766856436, kurtosis=-1.9817451625942744)"
Folk_Mobility_Data,M,variance in predictions,"DescribeResult(nobs=6899, minmax=(0.0009093000068182925, 0.10893554252323472), mean=0.019431365652932353, variance=0.0001254743834260125, skewness=2.4401326526878133, kurtosis=10.146826868720446)"
Folk_Mobility_Data,M,ambiguity,0.419
Folk_Mobility_Data,M,discrepancy,0.289
Folk_Mobility_Data,M,disagreement,"DescribeResult(nobs=28, minmax=(7.247952453431905e-05, 0.3656592012756396), mean=0.14608765880781535, variance=0.015117221180449388, skewness=0.6111888192008149, kurtosis=-1.0725324455923413)"
Folk_Mobility_Data,a,variance in predictions,"DescribeResult(nobs=6899, minmax=(0.00010280027797833567, 0.06815348530811305), mean=0.007363585525436892, variance=3.673126021645274e-05, skewness=2.483404983649931, kurtosis=10.395529836759886)"
Folk_Mobility_Data,a,ambiguity,0.33
Folk_Mobility_Data,a,discrepancy,0.161
Folk_Mobility_Data,a,disagreement,"DescribeResult(nobs=1540, minmax=(0.0, 0.2069290425454809), mean=0.05033646501356873, variance=0.0016228800836540823, skewness=0.6111546093981535, kurtosis=-0.2753284463757124)"
Folk_Mobility_Data,b,variance in predictions,"DescribeResult(nobs=6899, minmax=(3.372601474116609e-05, 0.10728121229429327), mean=0.0060314185226623285, variance=4.5085529295248e-05, skewness=3.6934825363602184, kurtosis=24.159145053334438)"
Folk_Mobility_Data,b,ambiguity,0.268
Folk_Mobility_Data,b,discrepancy,0.148
Folk_Mobility_Data,b,disagreement,"DescribeResult(nobs=378, minmax=(0.0, 0.14735087337827063), mean=0.038882580485827566, variance=0.0011705878751336685, skewness=0.4952551090770426, kurtosis=-0.6190340980524076)"
Folk_Mobility_Data,c,variance in predictions,"DescribeResult(nobs=6899, minmax=(3.859513608351663e-05, 0.04621791115275897), mean=0.005441368189281598, variance=1.9589060592028358e-05, skewness=1.561810729433152, kurtosis=5.623372792499641)"
Folk_Mobility_Data,c,ambiguity,0.188
Folk_Mobility_Data,c,discrepancy,0.122
Folk_Mobility_Data,c,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.11495252591143001), mean=0.03565216040754201, variance=0.0014052467009383915, skewness=0.9246576973976182, kurtosis=-0.6032547474793764)"
Folk_Mobility_Data,d,variance in predictions,"DescribeResult(nobs=6899, minmax=(1.343500223505519e-06, 0.09225379915322773), mean=0.004860548521850688, variance=4.751373616193763e-05, skewness=3.8977587706082715, kurtosis=21.30100998643526)"
Folk_Mobility_Data,d,ambiguity,0.137
Folk_Mobility_Data,d,discrepancy,0.105
Folk_Mobility_Data,d,disagreement,"DescribeResult(nobs=21, minmax=(0.0, 0.05269261433644995), mean=0.02280689038679906, variance=0.00045304632163068397, skewness=0.4393790542181295, kurtosis=-1.349112698102748)"
Community_Data,M,variance in predictions,"DescribeResult(nobs=399, minmax=(0.00040711558886375647, 0.04762493244237258), mean=0.005498733095913061, variance=5.201030764079486e-05, skewness=3.148009838849247, kurtosis=11.544899824113969)"
Community_Data,M,ambiguity,0.21
Community_Data,M,discrepancy,0.136
Community_Data,M,disagreement,"DescribeResult(nobs=55, minmax=(0.0, 0.09022556390977443), mean=0.03114604693552062, variance=0.0010184782818120548, skewness=0.6559516107829245, kurtosis=-1.1321890250356126)"
Community_Data,a,variance in predictions,"DescribeResult(nobs=399, minmax=(0.00037350054024197835, 0.023252050670631356), mean=0.003746595942953064, variance=1.1287059431201672e-05, skewness=2.2618260635381486, kurtosis=6.648573290286169)"
Community_Data,a,ambiguity,0.23
Community_Data,a,discrepancy,0.136
Community_Data,a,disagreement,"DescribeResult(nobs=5995, minmax=(0.0, 0.09147869674185463), mean=0.017808700232650014, variance=0.000372512456272207, skewness=1.2559857865646142, kurtosis=1.3487135578384688)"
Community_Data,b,variance in predictions,"DescribeResult(nobs=399, minmax=(2.0006745874403488e-05, 0.02260172642856907), mean=0.002708520762551799, variance=1.0016557815759689e-05, skewness=2.498162931676616, kurtosis=8.456736427239969)"
Community_Data,b,ambiguity,0.197
Community_Data,b,discrepancy,0.114
Community_Data,b,disagreement,"DescribeResult(nobs=1485, minmax=(0.0, 0.09147869674185463), mean=0.014159979072259774, variance=0.00030555810982844424, skewness=1.7638853727986978, kurtosis=3.7185753795369827)"
Community_Data,c,variance in predictions,"DescribeResult(nobs=399, minmax=(0.00017176197161016175, 0.021090022689566685), mean=0.0027848924408282534, variance=6.723445256628283e-06, skewness=3.032238208510822, kurtosis=12.671169880849831)"
Community_Data,c,ambiguity,0.159
Community_Data,c,discrepancy,0.113
Community_Data,c,disagreement,"DescribeResult(nobs=55, minmax=(0.0, 0.05012531328320802), mean=0.009250398724082932, variance=0.00016985811955692797, skewness=1.8579068415155116, kurtosis=2.470562737538355)"
Community_Data,d,variance in predictions,"DescribeResult(nobs=399, minmax=(4.381994123880553e-06, 0.029153140956457976), mean=0.002393852510890835, variance=1.4617595837708021e-05, skewness=3.650697621804929, kurtosis=16.70751774205801)"
Community_Data,d,ambiguity,0.117
Community_Data,d,discrepancy,0.075
Community_Data,d,disagreement,"DescribeResult(nobs=45, minmax=(0.0, 0.03007518796992481), mean=0.010999721526037315, variance=0.00010620428441296398, skewness=0.1534927375385936, kurtosis=-1.7262451604301496)"
Compas_Data,M,variance in predictions,"DescribeResult(nobs=1235, minmax=(0.0008259812578510716, 0.15733655182356174), mean=0.019927732455070776, variance=0.00044277519617857725, skewness=3.18797284012196, kurtosis=12.072350300381283)"
Compas_Data,M,ambiguity,0.408
Compas_Data,M,discrepancy,0.309
Compas_Data,M,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.3522267206477733), mean=0.13087044534412953, variance=0.009762909687797815, skewness=0.44164854612384263, kurtosis=-1.0630713263455491)"
Compas_Data,a,variance in predictions,"DescribeResult(nobs=1235, minmax=(0.0004449581714970263, 0.07818699227008455), mean=0.00917574273331049, variance=9.43993346510819e-05, skewness=2.8676248377622646, kurtosis=10.591155337594639)"
Compas_Data,a,ambiguity,0.368
Compas_Data,a,discrepancy,0.225
Compas_Data,a,disagreement,"DescribeResult(nobs=2556, minmax=(0.0, 0.2680161943319838), mean=0.06372003953545835, variance=0.002094585013223386, skewness=0.7661585333005938, kurtosis=0.6216063483348129)"
Compas_Data,b,variance in predictions,"DescribeResult(nobs=1235, minmax=(7.75270389100588e-05, 0.07705947568104139), mean=0.007283792257497762, variance=9.401734020041369e-05, skewness=2.693779505403856, kurtosis=9.604597781572018)"
Compas_Data,b,ambiguity,0.287
Compas_Data,b,discrepancy,0.189
Compas_Data,b,disagreement,"DescribeResult(nobs=630, minmax=(0.0, 0.18380566801619433), mean=0.051690122742754314, variance=0.0013318059783383606, skewness=0.48096677955807415, kurtosis=-0.4362783756151418)"
Compas_Data,c,variance in predictions,"DescribeResult(nobs=1235, minmax=(0.00014870237954722236, 0.09979092455872174), mean=0.007596587179593367, variance=9.896991175416932e-05, skewness=3.445288147040057, kurtosis=16.77424043740436)"
Compas_Data,c,ambiguity,0.229
Compas_Data,c,discrepancy,0.166
Compas_Data,c,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.16234817813765182), mean=0.04587269455690509, variance=0.0016836374909036317, skewness=0.9041038729760297, kurtosis=0.1269534774936263)"
Compas_Data,d,variance in predictions,"DescribeResult(nobs=1235, minmax=(2.6129732466831278e-05, 0.060791900205986286), mean=0.003979929688049015, variance=4.034122262140424e-05, skewness=4.1356966526670265, kurtosis=23.341429649331577)"
Compas_Data,d,ambiguity,0.136
Compas_Data,d,discrepancy,0.101
Compas_Data,d,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.06153846153846154), mean=0.021833429728166574, variance=0.00034175805963574985, skewness=0.515303794870483, kurtosis=-0.7852986815215259)"
Adult_Data,M,variance in predictions,"DescribeResult(nobs=6513, minmax=(0.0021039843082480006, 0.16342102384900198), mean=0.025126176687963103, variance=0.00020710315770006087, skewness=3.02328135333125, kurtosis=14.24206576682554)"
Adult_Data,M,ambiguity,0.467
Adult_Data,M,discrepancy,0.365
Adult_Data,M,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.40445297504798466), mean=0.14911708253358927, variance=0.016377934147225888, skewness=0.955395067515166, kurtosis=-0.464318680671175)"
Adult_Data,a,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.3491242142753028e-05, 0.10518054152534195), mean=0.009020117845705137, variance=0.00010163006061825274, skewness=2.3694317736796346, kurtosis=9.235190705559429)"
Adult_Data,a,ambiguity,0.335
Adult_Data,a,discrepancy,0.185
Adult_Data,a,disagreement,"DescribeResult(nobs=2556, minmax=(0.0, 0.17351247600767755), mean=0.05918752008746873, variance=0.0017318029213108338, skewness=0.4248348683104659, kurtosis=-0.6545232219124753)"
Adult_Data,b,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.4691682178203272e-05, 0.08869703790277512), mean=0.008069016066230866, variance=8.380476800568082e-05, skewness=2.163333129450351, kurtosis=7.63947975594979)"
Adult_Data,b,ambiguity,0.275
Adult_Data,b,discrepancy,0.151
Adult_Data,b,disagreement,"DescribeResult(nobs=630, minmax=(0.0, 0.17351247600767755), mean=0.0544270785729519, variance=0.0016903474391593246, skewness=0.3853805547783346, kurtosis=-0.8378700823521128)"
Adult_Data,c,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.4523832872218719e-05, 0.13705340878338546), mean=0.00925081261308865, variance=0.00016014418846420136, skewness=3.3599605963014234, kurtosis=16.409636956655614)"
Adult_Data,c,ambiguity,0.243
Adult_Data,c,discrepancy,0.136
Adult_Data,c,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.11278310940499041), mean=0.05732992109191726, variance=0.0011237776328721324, skewness=-0.13052489869057884, kurtosis=-1.3137156840286695)"
Adult_Data,d,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.4639577020123841e-05, 0.12750092791853593), mean=0.004572175163026725, variance=4.454088673770432e-05, skewness=5.179680284448647, kurtosis=53.72961151220379)"
Adult_Data,d,ambiguity,0.15
Adult_Data,d,discrepancy,0.089
Adult_Data,d,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.059884836852207295), mean=0.024809432410200165, variance=0.0004415011250264584, skewness=0.34395052792535863, kurtosis=-1.398628436135051)"
German_Data,M,variance in predictions,"DescribeResult(nobs=200, minmax=(0.00010903966991198575, 0.12685432341656697), mean=0.020648802841561745, variance=0.00048104555988087515, skewness=1.9897329082076176, kurtosis=4.5224725463394595)"
German_Data,M,ambiguity,0.362
German_Data,M,discrepancy,0.235
German_Data,M,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.2275), mean=0.12258928571428572, variance=0.004334482473544974, skewness=-0.30140838494507466, kurtosis=-1.1173621907359397)"
German_Data,a,variance in predictions,"DescribeResult(nobs=200, minmax=(9.714443319431456e-05, 0.04728594598896014), mean=0.010293663106815098, variance=5.9131733590192925e-05, skewness=1.4591864693694265, kurtosis=3.006243081372097)"
German_Data,a,ambiguity,0.375
German_Data,a,discrepancy,0.208
German_Data,a,disagreement,"DescribeResult(nobs=1540, minmax=(0.0, 0.225), mean=0.07281493506493507, variance=0.0021826736559412, skewness=0.41281297457125166, kurtosis=-0.19494176662318363)"
German_Data,b,variance in predictions,"DescribeResult(nobs=200, minmax=(8.823296460037481e-05, 0.035303742423474005), mean=0.008647218389818074, variance=4.9430777563620146e-05, skewness=1.3477645888770162, kurtosis=1.6682243602451123)"
German_Data,b,ambiguity,0.31
German_Data,b,discrepancy,0.183
German_Data,b,disagreement,"DescribeResult(nobs=378, minmax=(0.0, 0.16), mean=0.06114417989417989, variance=0.0018649174859304166, skewness=0.29687641076060534, kurtosis=-0.726602787755708)"
German_Data,c,variance in predictions,"DescribeResult(nobs=200, minmax=(9.530313086050439e-05, 0.09304961031357453), mean=0.013163019201108255, variance=0.00017014868241052488, skewness=2.621266545340448, kurtosis=9.788239707098167)"
German_Data,c,ambiguity,0.296
German_Data,c,discrepancy,0.208
German_Data,c,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.225), mean=0.08910714285714284, variance=0.004500099206349206, skewness=0.516301931477735, kurtosis=-0.949585712870364)"
